type,listPrice,lastSoldPrice,sqft,stories,beds,baths_full,garage,year_built,zip,baths_partial,price_per_sqft,price_category
single_family,309900.0,310000,1834.0,1.0,3.0,2.0,2.0,1988.0,32738,0.0,169.02944383860415,medio
single_family,309990.0,305000,1684.0,1.0,3.0,2.0,2.0,2003.0,33947,0.0,181.11638954869358,medio
single_family,318861.0,306997,1530.0,1.0,3.0,2.0,2.0,2025.0,32583,0.0,200.65163398692812,medio
mobile,145000.0,135000,1180.0,1.0,2.0,2.0,1.0,1973.0,32119,0.0,114.40677966101696,bajo
single_family,312900.0,308000,1206.0,1.0,3.0,2.0,2.0,2025.0,34705,0.0,255.38971807628525,medio
single_family,699000.0,690000,2083.0,1.0,3.0,2.0,2.0,2021.0,34211,0.0,331.2530004800768,alto
condos,140000.0,128000,636.0,1.0,1.0,1.0,0.0,1973.0,32812,0.0,201.25786163522014,bajo
land,69000.0,64000,1680.0,1.0,3.0,2.0,0.0,1999.0,34667,0.0,38.095238095238095,bajo
townhomes,494990.0,485000,2072.0,3.0,3.0,3.0,2.0,2026.0,34787,1.0,234.0733590733591,alto
single_family,294999.0,290000,1640.0,1.0,3.0,2.0,0.0,2025.0,32696,0.0,176.82926829268294,bajo
condos,549000.0,535000,1786.0,1.0,3.0,2.0,2.0,2021.0,34211,0.0,299.552071668533,alto
land,75000.0,65000,1680.0,1.0,3.0,2.0,0.0,1999.0,32738,0.0,38.69047619047619,bajo
single_family,455000.0,455000,2192.0,2.0,3.0,2.0,0.0,2020.0,32824,1.0,207.57299270072994,medio
single_family,349900.0,349900,1152.0,1.0,4.0,2.0,2.0,1973.0,34219,0.0,303.7326388888889,medio
single_family,3495000.0,3100000,3487.0,2.0,4.0,3.0,5.0,2007.0,33921,1.0,889.0163464295956,alto
single_family,322000.0,317000,1714.0,1.0,2.0,2.0,2.0,1988.0,34655,0.0,184.9474912485414,medio
condos,197900.0,175000,1142.0,1.0,2.0,2.0,0.0,1993.0,34209,0.0,153.2399299474606,bajo
single_family,449900.0,440000,1102.0,1.0,3.0,2.0,1.0,1950.0,32806,0.0,399.2740471869329,medio
single_family,639000.0,605000,2320.0,1.0,3.0,2.0,2.0,1984.0,34238,0.0,260.7758620689655,alto
single_family,827000.0,810000,1728.0,1.0,3.0,3.0,0.0,1926.0,33603,0.0,468.75,alto
single_family,895000.0,830000,2618.0,2.0,5.0,2.0,2.0,2026.0,33604,1.0,317.0359052711994,alto
single_family,561999.0,545000,2100.0,1.0,3.0,3.0,2.0,2025.0,33543,1.0,259.5238095238095,alto
single_family,278000.0,275000,1402.0,1.0,3.0,2.0,3.0,2026.0,34433,0.0,196.14835948644793,bajo
townhomes,319900.0,319900,1212.0,2.0,2.0,2.0,1.0,2007.0,32836,1.0,263.9438943894389,medio
single_family,592640.0,592640,1808.0,1.0,2.0,2.0,2.0,2026.0,32259,0.0,327.78761061946904,alto
single_family,485000.0,485000,2967.0,2.0,4.0,2.0,2.0,2007.0,34744,1.0,163.46477923828783,alto
single_family,390000.0,378000,1464.0,1.0,3.0,2.0,3.0,1976.0,33540,0.0,258.1967213114754,medio
land,118000.0,110000,1680.0,1.0,3.0,2.0,0.0,1999.0,33983,0.0,65.47619047619048,bajo
single_family,90000.0,87000,550.0,1.0,1.0,1.0,0.0,1977.0,33952,0.0,158.1818181818182,bajo
single_family,450000.0,440000,1654.0,1.0,3.0,2.0,2.0,1979.0,32720,0.0,266.0217654171705,medio
condos,399000.0,335000,1064.0,1.0,2.0,2.0,0.0,2006.0,34698,0.0,314.8496240601504,medio
land,125000.0,125000,1680.0,1.0,3.0,2.0,0.0,1999.0,34614,0.0,74.4047619047619,bajo
single_family,226990.0,232000,956.0,1.0,3.0,2.0,1.0,1965.0,34690,0.0,242.67782426778243,bajo
condos,189900.0,191900,1245.0,2.0,2.0,2.0,1.0,1985.0,33782,0.0,154.13654618473896,bajo
single_family,329999.0,329999,1530.0,1.0,3.0,2.0,2.0,2025.0,34221,0.0,215.68562091503267,medio
single_family,257000.0,250000,1819.0,1.0,3.0,2.0,2.0,1983.0,33948,0.0,137.43815283122595,bajo
condos,130000.0,125000,828.0,1.0,2.0,1.0,0.0,1971.0,32714,0.0,150.96618357487924,bajo
single_family,546340.0,546340,2643.0,1.0,5.0,3.0,2.0,2025.0,34714,0.0,206.7120696178585,alto
single_family,399900.0,390000,1500.0,1.0,3.0,2.0,2.0,2004.0,32162,0.0,260.0,medio
single_family,300000.0,310000,1728.0,1.0,4.0,3.0,0.0,1960.0,32805,0.0,179.39814814814815,medio
single_family,596539.0,585000,2881.0,2.0,4.0,3.0,2.0,2026.0,34241,1.0,203.05449496702533,alto
single_family,950000.0,910000,2575.0,2.0,5.0,2.0,2.0,2023.0,32806,1.0,353.3980582524272,alto
single_family,399990.0,416178,2728.0,2.0,4.0,4.0,2.0,2025.0,32234,0.0,152.55791788856305,medio
single_family,446490.0,440000,2470.0,2.0,5.0,3.0,2.0,2025.0,33541,0.0,178.13765182186233,medio
single_family,358900.0,330000,1914.0,1.0,3.0,2.0,2.0,2006.0,32735,0.0,172.41379310344828,medio
single_family,417990.0,417990,2470.0,2.0,5.0,3.0,2.0,2025.0,33541,0.0,169.22672064777328,medio
single_family,405000.0,405000,2150.0,2.0,4.0,3.0,2.0,2024.0,32771,0.0,188.37209302325581,medio
multi_family,257000.0,257000,1003.0,1.0,2.0,2.0,0.0,1986.0,34482,0.0,256.2313060817547,bajo
single_family,305000.0,313000,1328.0,1.0,3.0,2.0,2.0,2001.0,34608,0.0,235.69277108433735,medio
condos,350000.0,350000,1500.0,1.0,3.0,2.0,0.0,1974.0,32250,0.0,233.33333333333334,medio
single_family,599900.0,575000,2517.0,1.0,4.0,3.0,2.0,2025.0,34275,0.0,228.4465633690902,alto
single_family,999990.0,950000,2315.0,3.0,4.0,3.0,2.0,2025.0,33703,0.0,410.3671706263499,alto
single_family,405000.0,386000,2037.0,1.0,4.0,2.0,2.0,2021.0,33545,1.0,189.49435444280806,medio
single_family,225000.0,190000,1500.0,1.0,3.0,2.0,2.0,1988.0,32738,0.0,126.66666666666667,bajo
single_family,274900.0,270000,1331.0,1.0,3.0,2.0,1.0,2025.0,32583,0.0,202.854996243426,bajo
single_family,434990.0,434990,2601.0,2.0,5.0,3.0,2.0,2026.0,32168,0.0,167.2395232602845,medio
single_family,334700.0,334700,1961.0,1.0,3.0,2.0,2.0,1993.0,33810,0.0,170.67822539520654,medio
single_family,279900.0,306000,1548.0,1.0,3.0,2.0,2.0,2015.0,33981,0.0,197.67441860465115,medio
single_family,414990.0,411990,1828.0,1.0,4.0,2.0,2.0,2025.0,34771,0.0,225.37746170678338,medio
multi_family,239900.0,190000,950.0,1.0,2.0,2.0,0.0,1980.0,32822,0.0,200.0,bajo
single_family,404900.0,390500,2415.0,2.0,4.0,3.0,2.0,2026.0,32507,0.0,161.6977225672878,medio
single_family,280000.0,275000,1188.0,1.0,2.0,2.0,1.0,2004.0,32162,0.0,231.4814814814815,bajo
single_family,409900.0,392000,1787.0,1.0,3.0,2.0,2.0,2025.0,32669,0.0,219.36205931729154,medio
mobile,149000.0,130000,1348.0,1.0,2.0,2.0,0.0,1976.0,34748,0.0,96.43916913946587,bajo
single_family,399000.0,363175,1574.0,1.0,2.0,2.0,2.0,2025.0,34293,0.0,230.73379923761118,medio
single_family,315000.0,320000,1890.0,2.0,4.0,2.0,2.0,2023.0,33844,1.0,169.31216931216932,medio
single_family,344900.0,325000,1260.0,1.0,3.0,2.0,0.0,1985.0,32617,0.0,257.93650793650795,medio
townhomes,485000.0,470000,1680.0,1.0,4.0,2.0,1.0,2025.0,33033,1.0,279.76190476190476,medio
single_family,281990.0,271990,1828.0,1.0,4.0,2.0,2.0,2026.0,34420,0.0,148.7910284463895,bajo
single_family,349740.0,340640,1850.0,1.0,4.0,2.0,2.0,2026.0,34604,0.0,184.12972972972972,medio
condos,525000.0,480000,1195.0,1.0,2.0,2.0,2.0,2005.0,33602,0.0,401.673640167364,alto
single_family,325000.0,325000,1728.0,1.0,4.0,2.0,2.0,2004.0,34606,0.0,188.0787037037037,medio
single_family,416990.0,416990,1504.0,1.0,3.0,2.0,2.0,2025.0,32773,0.0,277.2539893617021,medio
single_family,889000.0,870000,1959.0,1.0,3.0,2.0,3.0,2024.0,34762,0.0,444.104134762634,alto
single_family,629000.0,570000,3339.0,2.0,6.0,6.0,2.0,2018.0,33896,0.0,170.70979335130278,alto
mobile,210000.0,180000,1296.0,1.0,2.0,2.0,0.0,1992.0,33897,0.0,138.88888888888889,bajo
single_family,599000.0,510000,4198.0,2.0,4.0,4.0,3.0,1973.0,34266,0.0,121.48642210576465,alto
townhomes,359999.0,370000,1537.0,2.0,3.0,2.0,2.0,2007.0,33616,1.0,240.72869225764475,medio
single_family,1095000.0,1015000,1808.0,1.0,4.0,3.0,2.0,1962.0,33770,0.0,561.3938053097345,alto
single_family,499000.0,515000,1846.0,1.0,4.0,2.0,2.0,1964.0,33771,0.0,278.9815817984832,alto
single_family,310500.0,320000,1034.0,1.0,3.0,2.0,0.0,1961.0,32746,0.0,309.4777562862669,medio
single_family,274900.0,280000,1427.0,1.0,3.0,2.0,1.0,1982.0,34452,0.0,196.2158374211633,bajo
single_family,495000.0,490000,1718.0,1.0,3.0,2.0,2.0,1983.0,33615,0.0,285.21536670547147,alto
single_family,574990.0,569990,3161.0,2.0,5.0,3.0,3.0,2025.0,32136,1.0,180.3195191395128,alto
single_family,399679.0,398412,1950.0,1.0,4.0,2.0,2.0,2025.0,32164,0.0,204.31384615384616,medio
condos,339000.0,310000,1275.0,1.0,2.0,2.0,0.0,1971.0,33160,0.0,243.13725490196077,medio
condos,250000.0,200000,665.0,1.0,1.0,1.0,0.0,1973.0,33708,0.0,300.7518796992481,bajo
single_family,315000.0,315000,1724.0,1.0,3.0,2.0,2.0,2021.0,32908,0.0,182.71461716937355,medio
single_family,280000.0,270000,1305.0,1.0,3.0,1.0,0.0,1959.0,33770,1.0,206.89655172413794,bajo
single_family,385000.0,370000,1599.0,1.0,3.0,2.0,2.0,2018.0,34746,0.0,231.3946216385241,medio
mobile,159900.0,145000,864.0,1.0,2.0,2.0,0.0,1993.0,33897,0.0,167.82407407407408,bajo
single_family,350000.0,325000,1827.0,1.0,3.0,2.0,0.0,1995.0,32086,0.0,177.8872468527641,medio
multi_family,1095000.0,1040000,1120.0,1.0,2.0,2.0,0.0,1957.0,34216,0.0,928.5714285714286,alto
condos,185000.0,180180,1152.0,1.0,2.0,2.0,0.0,2002.0,33844,0.0,156.40625,bajo
mobile,164900.0,155000,960.0,1.0,2.0,2.0,0.0,1976.0,34237,0.0,161.45833333333334,bajo
single_family,309900.0,309900,1936.0,1.0,3.0,2.0,2.0,2025.0,34431,0.0,160.07231404958677,medio
single_family,269900.0,257000,980.0,1.0,2.0,2.0,0.0,1978.0,33763,0.0,262.2448979591837,bajo
single_family,484990.0,486990,2108.0,1.0,4.0,3.0,3.0,2025.0,34744,0.0,231.01992409867174,alto
single_family,289900.0,285000,2916.0,2.0,4.0,2.0,2.0,2006.0,32726,1.0,97.73662551440329,bajo
single_family,130000.0,118000,1626.0,1.0,3.0,2.0,1.0,1958.0,32808,0.0,72.57072570725707,bajo
single_family,424490.0,444490,1795.0,2.0,3.0,2.0,2.0,2026.0,34714,1.0,247.6267409470752,medio
mobile,144000.0,135000,1020.0,1.0,3.0,1.0,0.0,1973.0,32833,0.0,132.35294117647058,bajo
single_family,1249990.0,1218600,3044.0,2.0,4.0,4.0,2.0,2025.0,33703,1.0,400.32851511169514,alto
mobile,285000.0,285000,1590.0,1.0,4.0,2.0,0.0,2021.0,33844,0.0,179.24528301886792,bajo
single_family,487000.0,448000,2046.0,1.0,3.0,2.0,0.0,1959.0,32640,0.0,218.96383186705768,medio
single_family,274900.0,270000,1533.0,1.0,3.0,2.0,2.0,1988.0,34606,0.0,176.1252446183953,bajo
single_family,2300000.0,2200000,3406.0,2.0,3.0,3.0,2.0,1992.0,33786,2.0,645.9189665296535,alto
single_family,397000.0,397000,1280.0,1.0,3.0,2.0,0.0,2002.0,33616,0.0,310.15625,medio
single_family,235000.0,235000,1439.0,1.0,4.0,1.0,0.0,1974.0,33860,1.0,163.30785267546906,bajo
single_family,419900.0,400000,2414.0,2.0,4.0,3.0,2.0,1993.0,32708,1.0,165.7000828500414,medio
single_family,439900.0,429000,1200.0,1.0,3.0,2.0,1.0,1968.0,33634,0.0,357.5,medio
single_family,210000.0,200000,1291.0,1.0,2.0,2.0,0.0,1988.0,34209,0.0,154.91866769945779,bajo
single_family,450000.0,400000,1863.0,1.0,3.0,3.0,2.0,1999.0,32738,0.0,214.70746108427267,medio
land,22500.0,20000,1680.0,1.0,3.0,2.0,0.0,1999.0,34432,0.0,11.904761904761905,bajo
single_family,359900.0,340000,1497.0,1.0,3.0,2.0,0.0,1957.0,32806,0.0,227.12090848363394,medio
single_family,354990.0,346064,1504.0,1.0,3.0,2.0,2.0,2026.0,34219,0.0,230.09574468085106,medio
single_family,349000.0,340000,1759.0,1.0,4.0,2.0,2.0,1995.0,34203,0.0,193.2916429789653,medio
single_family,184900.0,172000,1072.0,1.0,2.0,2.0,1.0,1986.0,34431,0.0,160.44776119402985,bajo
single_family,280000.0,260000,1713.0,1.0,3.0,2.0,1.0,1970.0,34668,0.0,151.78050204319908,bajo
single_family,250000.0,230000,746.0,1.0,2.0,2.0,0.0,1940.0,33614,0.0,308.31099195710453,bajo
single_family,299000.0,272000,1243.0,1.0,2.0,2.0,1.0,1966.0,34223,0.0,218.82542236524537,bajo
mobile,79000.0,76000,480.0,1.0,1.0,1.0,0.0,1961.0,33709,0.0,158.33333333333334,bajo
townhomes,1135000.0,1099000,2371.0,2.0,3.0,2.0,2.0,2018.0,33701,1.0,463.5175031632223,alto
single_family,269900.0,269900,1654.0,1.0,4.0,2.0,2.0,2008.0,33823,0.0,163.180169286578,bajo
condos,130000.0,130000,875.0,1.0,2.0,1.0,0.0,1963.0,33709,0.0,148.57142857142858,bajo
townhomes,235000.0,230000,1219.0,2.0,2.0,2.0,0.0,2026.0,34758,1.0,188.67924528301887,bajo
single_family,370000.0,370000,1334.0,1.0,3.0,3.0,1.0,1947.0,32806,0.0,277.3613193403298,medio
mobile,179900.0,177000,1175.0,1.0,2.0,2.0,0.0,1985.0,34772,0.0,150.63829787234042,bajo
single_family,279900.0,250000,979.0,1.0,2.0,1.0,0.0,1956.0,34205,0.0,255.3626149131767,bajo
single_family,359900.0,360000,1680.0,1.0,4.0,3.0,2.0,2025.0,33974,0.0,214.28571428571428,medio
single_family,725000.0,700000,1980.0,2.0,3.0,2.0,1.0,1920.0,32757,0.0,353.5353535353535,alto
single_family,550000.0,540000,1766.0,1.0,3.0,2.0,2.0,2021.0,34211,0.0,305.7757644394111,alto
single_family,296999.0,282900,1337.0,1.0,3.0,2.0,1.0,1984.0,32763,0.0,211.59311892296185,bajo
townhomes,212500.0,200000,984.0,1.0,3.0,2.0,0.0,1987.0,34787,0.0,203.2520325203252,bajo
townhomes,539000.0,525000,1507.0,1.0,3.0,2.0,1.0,2024.0,33027,1.0,348.3742534837425,alto
land,10950.0,10000,1680.0,1.0,3.0,2.0,0.0,1999.0,33980,0.0,5.9523809523809526,bajo
single_family,1500000.0,1500000,1455.0,2.0,2.0,2.0,2.0,1949.0,33141,0.0,1030.9278350515465,alto
land,15000.0,12000,1680.0,1.0,3.0,2.0,0.0,1999.0,34488,0.0,7.142857142857143,bajo
single_family,430000.0,430000,1175.0,1.0,3.0,2.0,0.0,1954.0,33616,0.0,365.9574468085106,medio
single_family,484640.0,484640,3313.0,2.0,4.0,3.0,2.0,2026.0,34219,0.0,146.2843344400845,alto
condos,155000.0,150000,888.0,1.0,2.0,2.0,0.0,1996.0,32608,0.0,168.9189189189189,bajo
townhomes,219000.0,225000,1957.0,2.0,3.0,2.0,1.0,2007.0,33901,1.0,114.97189575881451,bajo
townhomes,275000.0,270000,1505.0,1.0,2.0,2.0,1.0,2019.0,33896,0.0,179.40199335548172,bajo
land,28000.0,25000,1680.0,1.0,3.0,2.0,0.0,1999.0,32908,0.0,14.880952380952381,bajo
multi_family,399000.0,399000,1680.0,1.0,4.0,4.0,0.0,2007.0,33990,0.0,237.5,medio
single_family,474000.0,459990,3313.0,2.0,4.0,3.0,2.0,2026.0,34219,0.0,138.8439480833082,medio
townhomes,299000.0,299000,1666.0,2.0,3.0,2.0,1.0,2020.0,34654,1.0,179.47178871548618,medio
single_family,699900.0,684500,2337.0,2.0,3.0,3.0,2.0,2008.0,32653,1.0,292.89687633718444,alto
single_family,275000.0,270000,1526.0,1.0,3.0,2.0,2.0,2001.0,32137,0.0,176.93315858453474,bajo
single_family,775000.0,775000,3302.0,1.0,4.0,3.0,3.0,2022.0,32092,0.0,234.7062386432465,alto
single_family,424990.0,424990,1772.0,1.0,3.0,2.0,2.0,2026.0,32712,0.0,239.83634311512415,medio
single_family,739000.0,707000,1462.0,2.0,3.0,2.0,2.0,1995.0,32136,0.0,483.5841313269494,alto
single_family,299999.0,260000,2080.0,1.0,3.0,2.0,2.0,2003.0,33837,0.0,125.0,bajo
single_family,279900.0,279900,1080.0,1.0,3.0,2.0,2.0,1989.0,32738,0.0,259.1666666666667,bajo
townhomes,275000.0,275000,1260.0,2.0,2.0,2.0,0.0,1995.0,32828,1.0,218.25396825396825,bajo
townhomes,243000.0,238000,1095.0,2.0,2.0,2.0,0.0,2001.0,32746,1.0,217.35159817351598,bajo
land,12500.0,10000,1680.0,1.0,3.0,2.0,0.0,1999.0,34431,0.0,5.9523809523809526,bajo
single_family,254900.0,260000,1334.0,1.0,3.0,2.0,1.0,1974.0,34653,0.0,194.9025487256372,bajo
single_family,415299.0,405000,1836.0,2.0,4.0,2.0,2.0,1989.0,32703,1.0,220.58823529411765,medio
mobile,275000.0,220000,784.0,1.0,2.0,2.0,0.0,1985.0,33597,0.0,280.61224489795916,bajo
single_family,360000.0,365000,2107.0,1.0,4.0,3.0,2.0,2023.0,33844,0.0,173.23208353108686,medio
single_family,625000.0,600000,2533.0,2.0,3.0,3.0,2.0,2019.0,34787,0.0,236.8732727990525,alto
single_family,376939.0,376939,2516.0,2.0,5.0,3.0,2.0,2025.0,34669,1.0,149.81677265500795,medio
single_family,679000.0,620000,3918.0,2.0,4.0,2.0,0.0,1986.0,33880,2.0,158.2440020418581,alto
single_family,699999.0,640000,6527.0,2.0,4.0,4.0,5.0,1977.0,34654,0.0,98.05423624942546,alto
single_family,439000.0,430000,1865.0,1.0,3.0,2.0,2.0,2004.0,32141,0.0,230.56300268096516,medio
single_family,299990.0,314990,2077.0,1.0,5.0,3.0,2.0,2026.0,33540,0.0,151.65623495426095,medio
single_family,249900.0,249900,1475.0,1.0,3.0,2.0,2.0,2025.0,34434,0.0,169.42372881355934,bajo
single_family,525000.0,500000,2148.0,2.0,4.0,3.0,2.0,2003.0,32829,0.0,232.77467411545624,alto
land,38500.0,38000,1680.0,1.0,3.0,2.0,0.0,1999.0,34472,0.0,22.61904761904762,bajo
single_family,785041.0,785041,3276.0,1.0,3.0,3.0,3.0,2025.0,33547,0.0,239.6340048840049,alto
single_family,450000.0,440000,1474.0,1.0,3.0,2.0,2.0,2010.0,33777,0.0,298.5074626865672,medio
condos,499000.0,499000,996.0,1.0,2.0,2.0,0.0,1974.0,32169,0.0,501.00401606425703,alto
single_family,249900.0,230000,1822.0,1.0,3.0,2.0,1.0,1972.0,33702,0.0,126.23490669593853,bajo
land,16500.0,15000,1680.0,1.0,3.0,2.0,0.0,1999.0,33948,0.0,8.928571428571429,bajo
single_family,669000.0,630000,2483.0,1.0,3.0,3.0,2.0,2006.0,33981,0.0,253.72533225936368,alto
townhomes,391818.0,348361,1446.0,1.0,3.0,3.0,0.0,2025.0,33034,0.0,240.91355463347165,medio
multi_family,265000.0,232000,1175.0,1.0,3.0,2.0,0.0,1948.0,34205,0.0,197.4468085106383,bajo
single_family,450000.0,435000,2183.0,2.0,4.0,3.0,2.0,1960.0,32176,0.0,199.26706367384332,medio
land,55000.0,52000,1680.0,1.0,3.0,2.0,0.0,1999.0,34286,0.0,30.952380952380953,bajo
condos,339000.0,307500,800.0,1.0,1.0,1.0,0.0,1989.0,32169,0.0,384.375,medio
single_family,287000.0,295000,1360.0,1.0,4.0,2.0,0.0,1977.0,32798,0.0,216.91176470588235,bajo
single_family,625000.0,599000,2724.0,1.0,4.0,2.0,2.0,2007.0,33567,0.0,219.89720998531573,alto
single_family,248900.0,235000,888.0,1.0,2.0,1.0,0.0,1959.0,33619,0.0,264.63963963963965,bajo
townhomes,254990.0,254990,1463.0,2.0,3.0,2.0,1.0,2025.0,33837,1.0,174.29254955570744,bajo
single_family,520000.0,520000,2346.0,1.0,3.0,3.0,3.0,2005.0,34637,0.0,221.6538789428815,alto
townhomes,259990.0,276490,1673.0,2.0,3.0,2.0,1.0,2026.0,34638,1.0,165.26598924088464,bajo
single_family,365000.0,365000,1056.0,1.0,2.0,1.0,1.0,1960.0,33705,1.0,345.6439393939394,medio
single_family,389990.0,389990,2453.0,2.0,5.0,3.0,2.0,2025.0,34638,0.0,158.98491642886262,medio
single_family,349900.0,345000,1354.0,1.0,2.0,1.0,0.0,1925.0,33603,0.0,254.80059084194977,medio
single_family,399990.0,405295,2045.0,1.0,4.0,2.0,2.0,2026.0,33565,1.0,198.1882640586797,medio
mobile,118500.0,116500,1057.0,1.0,2.0,2.0,0.0,1973.0,33782,0.0,110.21759697256385,bajo
single_family,400000.0,385000,1816.0,1.0,4.0,2.0,2.0,2003.0,32817,0.0,212.00440528634363,medio
condos,224000.0,207500,1168.0,1.0,2.0,2.0,1.0,2006.0,34287,0.0,177.6541095890411,bajo
single_family,199000.0,195000,1195.0,1.0,2.0,2.0,1.0,1957.0,34205,0.0,163.17991631799163,bajo
townhomes,359990.0,359990,2032.0,2.0,4.0,2.0,2.0,2025.0,34769,1.0,177.16043307086613,medio
single_family,285000.0,275000,1253.0,1.0,2.0,2.0,1.0,1981.0,34293,0.0,219.4732641660016,bajo
single_family,275000.0,275000,1120.0,1.0,3.0,1.0,0.0,1979.0,33566,0.0,245.53571428571428,bajo
single_family,429950.0,410000,1960.0,1.0,3.0,2.0,3.0,2025.0,32778,0.0,209.18367346938774,medio
mobile,154900.0,149000,1001.0,1.0,3.0,2.0,0.0,2025.0,34448,0.0,148.85114885114885,bajo
townhomes,524999.0,506000,2130.0,3.0,3.0,2.0,3.0,2005.0,33777,1.0,237.55868544600938,alto
single_family,360000.0,360000,1625.0,1.0,3.0,2.0,0.0,1957.0,32817,0.0,221.53846153846155,medio
single_family,449900.0,449900,1340.0,1.0,3.0,1.0,0.0,1948.0,32803,0.0,335.74626865671644,medio
single_family,258000.0,258000,1552.0,1.0,3.0,2.0,2.0,1989.0,33884,0.0,166.23711340206185,bajo
townhomes,672000.0,672000,2037.0,3.0,3.0,3.0,2.0,2026.0,32827,1.0,329.89690721649487,alto
single_family,545765.0,545765,2807.0,2.0,5.0,3.0,2.0,2025.0,32773,1.0,194.42999643747774,alto
single_family,475000.0,460000,1629.0,1.0,4.0,2.0,2.0,1980.0,33624,0.0,282.3818293431553,medio
single_family,675000.0,650000,2882.0,2.0,4.0,2.0,3.0,2014.0,34746,1.0,225.5378209576683,alto
single_family,229000.0,214000,1176.0,1.0,3.0,2.0,0.0,1985.0,32712,0.0,181.97278911564626,bajo
multi_family,290000.0,263000,1180.0,1.0,3.0,2.0,0.0,1948.0,34205,0.0,222.88135593220338,bajo
single_family,209999.0,209999,992.0,1.0,2.0,2.0,0.0,1989.0,34741,0.0,211.69254032258064,bajo
single_family,374267.0,334000,1501.0,1.0,2.0,2.0,2.0,2025.0,34293,0.0,222.51832111925384,medio
single_family,304900.0,300000,1058.0,1.0,3.0,1.0,0.0,1959.0,32708,0.0,283.5538752362949,medio
single_family,299000.0,299000,1687.0,1.0,4.0,2.0,2.0,2026.0,33830,0.0,177.23770005927682,medio
single_family,585000.0,560000,2410.0,1.0,4.0,2.0,2.0,1986.0,32608,1.0,232.36514522821577,alto
single_family,384000.0,370000,1828.0,1.0,4.0,2.0,2.0,2026.0,34219,0.0,202.4070021881838,medio
townhomes,299990.0,299900,1744.0,2.0,3.0,2.0,2.0,2016.0,34772,1.0,171.96100917431193,medio
single_family,349990.0,349990,1509.0,1.0,4.0,2.0,2.0,2026.0,33837,0.0,231.9350563286945,medio
single_family,710760.0,710760,3334.0,2.0,5.0,4.0,3.0,2026.0,32757,0.0,213.18536292741453,alto
single_family,729900.0,715000,2409.0,2.0,4.0,2.0,2.0,2025.0,33603,1.0,296.80365296803654,alto
single_family,270000.0,270000,1746.0,1.0,4.0,2.0,2.0,2019.0,33881,0.0,154.63917525773195,bajo
townhomes,264900.0,250000,1482.0,1.0,4.0,3.0,0.0,2006.0,33897,0.0,168.69095816464238,bajo
single_family,335000.0,320000,1312.0,1.0,2.0,2.0,1.0,1980.0,32821,0.0,243.90243902439025,medio
mobile,195000.0,185000,1431.0,1.0,2.0,2.0,0.0,1998.0,34203,0.0,129.28022361984625,bajo
single_family,449000.0,440000,2105.0,1.0,4.0,2.0,2.0,2000.0,33543,0.0,209.02612826603325,medio
single_family,399900.0,399900,1325.0,1.0,3.0,2.0,1.0,1984.0,34231,0.0,301.811320754717,medio
townhomes,455190.0,455190,1652.0,2.0,3.0,2.0,2.0,2025.0,34714,1.0,275.53874092009687,medio
single_family,370000.0,350000,2364.0,2.0,4.0,2.0,2.0,2006.0,33545,1.0,148.05414551607444,medio
single_family,369990.0,369990,2103.0,1.0,4.0,2.0,2.0,2025.0,32736,0.0,175.93437945791726,medio
condos,365000.0,348000,1255.0,2.0,2.0,2.0,0.0,1984.0,33715,0.0,277.29083665338646,medio
single_family,739000.0,750000,3548.0,2.0,5.0,4.0,3.0,2006.0,33837,0.0,211.38669673055242,alto
single_family,299000.0,290000,1641.0,1.0,3.0,2.0,2.0,2018.0,34609,0.0,176.72151127361366,bajo
single_family,619900.0,615000,1486.0,1.0,3.0,2.0,2.0,1983.0,34683,0.0,413.86271870794076,alto
townhomes,299000.0,292500,1857.0,2.0,3.0,2.0,1.0,2005.0,32835,0.0,157.51211631663975,bajo
single_family,320000.0,300000,2154.0,1.0,3.0,2.0,2.0,1989.0,32141,0.0,139.27576601671308,medio
single_family,349990.0,349990,1900.0,1.0,4.0,2.0,2.0,2025.0,34737,0.0,184.20526315789473,medio
single_family,249990.0,249990,1263.0,1.0,3.0,2.0,2.0,2026.0,34452,0.0,197.9334916864608,bajo
single_family,299900.0,299900,1461.0,1.0,3.0,2.0,2.0,2025.0,34453,0.0,205.2703627652293,medio
land,54950.0,54950,1680.0,1.0,3.0,2.0,0.0,1999.0,32148,0.0,32.708333333333336,bajo
single_family,335000.0,320000,1464.0,1.0,4.0,2.0,2.0,2000.0,33511,0.0,218.5792349726776,medio
single_family,155000.0,170900,908.0,1.0,2.0,2.0,0.0,1985.0,34953,0.0,188.215859030837,bajo
single_family,329000.0,325000,1377.0,1.0,3.0,2.0,2.0,1987.0,34746,0.0,236.02033405954975,medio
single_family,349000.0,344000,1457.0,1.0,2.0,1.0,1.0,1955.0,32605,0.0,236.1015785861359,medio
single_family,459684.0,427500,1933.0,1.0,4.0,3.0,2.0,2025.0,34224,0.0,221.15882048629075,medio
single_family,850000.0,820000,2376.0,2.0,3.0,2.0,2.0,1988.0,33776,1.0,345.1178451178451,alto
single_family,550000.0,556000,2506.0,1.0,3.0,3.0,2.0,1998.0,34711,0.0,221.86751795690344,alto
mobile,95000.0,80000,672.0,1.0,2.0,1.0,0.0,1972.0,33782,0.0,119.04761904761905,bajo
condos,279900.0,270000,1100.0,2.0,2.0,2.0,0.0,1986.0,34698,0.0,245.45454545454547,bajo
